formula,target
RbErO3,0.0
RbCoCl3,0.0
TbBr3,3.936
MgFeRh2,0.0
ZnSe2,1.626
KCoCl3,0.0
Sr2MgIn,0.0
Y2MgAl,0.0
SiB3,1.946
ZrGa3,0.0
Ba4LiPd,0.0
NaZnSO4F,7.053
ScAu4,0.0
Be2GaIr,0.0
Ta3O7F,3.546
BeGaSe,0.0
ThSe2,1.148
TeSO,0.0
DyBiPd,0.0
NbPRu,0.0
HfMnRh2,0.0
SrMg2As2,1.948
Zn2W3O8,1.565
PrHo3,0.0
NaTe,0.0
YbGeO3,3.509
DyAlNi,0.0
Ba4TlIn,0.0
TmCuSe2,1.612
Sm2IrPd,0.0
Mn2Co2C,0.0
HCNO3,5.328
Sm2TlIn,0.0
SiH3I,5.140499999999999
MgPS,0.0
AgC,0.0
IrO2,0.0
LuSiRh,0.0
TbB6,0.0
Al2Ge2O7,5.512
Rb3Cr,0.0
BiSe2,0.0
ErSb3,0.0
SbPF,0.0
NaSr2Tl,0.0
ErAl2,0.0
SbCl5,2.676
ErGa,0.0
Cd2O,0.0
BiTeBr,1.899
BaNa2Ca,0.0
SnTe2Pb,0.681
LiNdZn2,0.0
BaRh2Se,0.0
B4MoIr,0.0
HoAlSi,0.0
CaMo6S8,0.0
SmCoC2,0.0
RbInF2,2.759
Sm2ZnAu,0.0
K3Al2As3,2.218
TlIO4,1.732
ErSnPd2,0.0
TmSbPd2,0.0
CrHgF6,0.0
IF7,2.3745000000000003
Mg4BeRe,0.0
MgHg3,0.0
YBi2ClO4,3.011
Mg2As,0.0
TmMgAu2,0.0
BaAg2SnS4,1.472
LiTi2S4,0.0
LiNbWO6,2.882
PmMg3,0.0
SrMgH,0.0
HgPbF6,3.09
CeOF,0.0
KZnSb,1.224
SrPbO3,0.0
HgBrO3,3.859
Li3Au,0.0
Nb2Tl5S4Br9,1.95
BaCaO2,3.608
Sr3P6N8O6,6.59
Cd2SnGeAs4,0.202
BaN6,4.68
FeTe,0.0
SrPr2S4,2.818
Yb2AgAu,0.0
YbLiS2,0.0
SrIn,0.0
CaPbF6,5.106
CaTi2S4,0.0
KSmF4,9.351
PrCrO3,0.0
ErInPd2,0.0
TaO,0.0
ZrNiBi,0.579
Y2Si3N4O3,4.288
