formula,target
C4H12P4S12,3.040524
B4Lu4Na4O20Te2,4.431595
F16Te4,5.203724
K4Na4Se4,2.955867
Bi4Cr4O12,3.211623
P2S7Sc1Tl1,3.092664
In2O12Sb2Sr4,3.120456
In6O24Sb10,3.396219
C4Mg2,3.753536
Ce2K2Se8,1.476477
Au2Na2O28S8,3.4575569999999995
I8Pb4,2.456853
Ca4Ga4O10,3.672541
Bi12K20Sn4,0.056947
Fe4K12Se12,2.399019
O12Tl4V4,3.831944
La2Mn6O24V8,0.229668
Ge4Li16S16,3.457332
Cl24Rb12Tl4,3.187443
Cu8Rb4Ta4Te16,1.880587
F2Mg4N2,3.385604
N3Rb1,4.956521
Mg4O24Pb8W4,3.338312
I4O2Ta2,1.703729
Cl8Cu12O24Se8,2.493201
F14Rb6Ti2,4.598932
As2Be2Na2,1.9947700000000004
La2O2P2Zn2,1.364403
H12O12P4V2,3.962531
Br18Cr6,2.697476
B2K6O26Sb8,3.497763
Pd6Rb4Se8,1.685558
P8Pd4,1.021545
Ag8S12Si4,2.470208
Cu6Nb4O16,3.068925
K2Pd1Se2,1.504118
Br16N8P8,4.336784
Bi4K6O24V6,3.711241
O44Sn10W16,2.327236
K3O8V2Y1,4.629576
Pd6Rb4S8,2.387133
K6La2O18Te4,4.286974
Cl2Mo2O8Y2,3.592327
Li4Mn2O4,4.2992550000000005
Ca6Mn4O14,1.145253
Ba2Fe4O8,4.663846
F10Fe2H8Mn2O4,2.541717
P8S10,3.356043
Fe4Se8,1.2555959999999995
Al4Cl16Sb8Se8,1.71287
Ba4Sb8Zn8,0.4041979999999991
Ag4H4Li2O20P6,4.306001
Cl8Tl4,2.74845
Ni4S4Sb4,0.08682
Ba9O18Sb6,3.875721
As1Ca2I1,2.287013
H16I12N4,2.365233
Ba8In4Se10Te4,2.566691
Cr4O8Zn2,4.007279999999999
P4S14,2.785556
K2Pt4Se6,1.568099
Ni4S8,1.255728
Ag8Hf4S12,1.975055
Cd2O2,1.093687
