formula,target
NaSmTe2,1.173
MnNiO4,0.159
HoCl3,3.253
Rb2LiSbBr6,2.381
CuHO,0.701
KTaAg2Se4,1.66
AgSbC6N4O2F6,1.498
PrClO,4.647
Na3HoCl6,5.414
NaTmO2,4.565
PrAlH6,2.332
CdGeBi2O6,1.928
Ba2RuN2,0.072
K2NaLuCl6,5.078
Mg2AgSbO6,0.386
SiNiN2,0.051
Y3Te3N,1.136
H8PdN2Cl6,1.076
Ba2ZrSnO6,3.858
Cu2SeS3,0.587
Ba2CoSe2Cl2O6,0.375
AlSi3AgO8,2.945
RbTlS2O8,2.074
KNbWO6,0.639
Na2Ti3O7,3.005
Te7RhCl7,1.278
Sm4Si2Se3O7,2.438
RbC2I3N2,2.943
Rb5FeO4,0.5825
Rb2MnCl4,0.995
NiSnH12O6F6,1.771
Li5SiP3,1.286
SrNb3NO7,1.514
Rb2SnCl6,2.22
YAgO2,2.698
LiZn2Cu,1.311
Tb2Si2O7,4.826
Na2PdC2,0.89
CrGeTe3,0.303
Pr3Sb5O12,3.186
MgH2SeO5,3.646
RbAuBr4,1.393
SbRhO4,0.0105
NaLiICl,4.488
TlBrO3,3.73
HoCuPbS3,1.577
RbZnH2Se2ClO6,4.367
K2Ag2SnSe4,0.777
As4Se3,1.226
Na3FeBAsO7,0.407
Pr3OsI3,0.059
CoPt3O6,0.022
H6PtN4O4,2.102
HPbI3,2.2305
BaBiIO2,2.983
BiSbO3,2.028
Ho3SbO3,0.446
BiBPbO4,2.652
Se2O,0.881
Na2BiAsCO7,3.51
Na2CrCSO7,0.951
KNb4AgP2S20,1.271
Y3GaS6,2.052
KRb2ScCl6,4.007
LiLuF4,8.175
Nd2NCl3,3.369
Ca4SN4,1.887
NiWO4,0.132
SrCd4S5,0.862
BaInCuF7,1.051
AlSeBr3N,1.797
Rb3BP2,1.712
GaAgSeS,0.5695
K2MnP2S6,0.959
Li2CdGeS4,2.1385
La3BeAlS7,2.101
MnNbP2O8,0.1855
Hg2IO,0.883
KTlCl4,2.124
SrN2O6,3.726
TbRb2AuCl6,2.009
CoSO,0.41
LiSi2NiO6,0.184
H6C6O,2.579
ScTaPb2O6,2.733
K2InAgF6,1.446
Na3SbSe3,1.935
SO2,2.646
Zn3Ge3Sb2O12,1.338
NaLaTi2O6,2.167
K4BaU3O12,2.087
NaReO4,3.421
KMoPO6,2.747
K2TlGaBr6,1.241
BiSbS3,1.049
SmSI,2.402
Na2LiNdCl6,3.78
SrAgTeF,1.455
Al2PbSe4,2.091
K2RbTmCl6,4.393
Tl2SnO3,1.187
SmZnAgAs2,0.122
Li3AlCo2O6,1.062
KSbS2,1.43
Ba2YNbO6,2.92
K4Sb2O3,1.388
TiAlFeCo,0.031
Li6FeO4F2,1.1345
NiW2O8,0.243
