formula,target
TlN3,2.414
YbCrO4,2.609
ZnSnP2,1.689
NaBr,6.848
Nd2Ta2Cl2O7,4.227
Na2H4Pt,3.613
BiPbIO2,2.666
K2B2S7,3.631
Rb2TiCu2S4,1.735
ZrCl4,3.853
Cu2PbO2,0.717
Sr3TeO6,4.527
LuBrO,6.194
MgTeH2,1.283
TlBiSe2,0.68
RbPrMo2O8,4.168
Ca2CuB2H12O12,1.087
Rb3As,1.075
CdIBr,3.556
Er2Pt2O7,1.702
Mg2Al3VS8,0.381
ZrTiZn4O8,2.439
ZnC2N2,6.212
Li7VN4,2.512
KP2AuS7,1.907
SrAl2Cl8,7.16
K2H4Pd,2.908
Ca3SiO5,5.233
Al2Os,0.412
Mg2Ga2S5,2.377
PdSe6Cl2,1.562
Bi3ClO4,2.162
Ag2MoO4,2.839
NaNbS2,1.15
GaAgO2,1.74
MgBiF6,1.825
GeS2,3.131
RbCaI3,4.4175
Na3Pt,0.361
TaTe2Br6,1.021
NbGaO4,3.981
TlGeBr3,1.213
Ga2HgSe4,2.075
NbV3O10,1.389
NbRhO4,0.796
Pr2NCl3,3.965
BClO2F4,2.283
RbNaS,4.573
Na4S2O5,4.401
Ga3SiCN3,3.339
YbZn2As2,1.32
RuClO2F6,0.484
VCu3S4,1.197
Pr2O3,5.214
RbHSeO4,5.222
KBaBi,1.743
Tl3GaF6,4.188
TbZnAgAs2,0.811
CuAs4S3Cl,2.033
Lu2SO2,4.834
Dy2CdS4,2.173
UOF4,2.496
Be2C,1.7275
BaCuTeF,1.737
Th6CoBr15,0.613
NaBiF6,3.435
Ba2SbBr,1.353
YbF2,10.844
Na2GeS3,3.765
SbOsSe,1.226
LaBi,0.055
Te2O5,2.743
SrMgH4,4.442
Ho2CF2,2.165
Rb2NaScF6,7.987
SiHg3S2F6,4.665
BaAgTeF,2.717
Rb2Li2SiO4,6.514
SrAlSiH,1.032
V2Pb3O8,3.0265
ScAgP2S6,2.046
Y2TeO2,1.825
NaTlF4,4.089
RbZn4P3,1.034
Li3NdSb2,0.011
AcOF,6.773
Ga2TeO6,2.168
K3ScCl6,4.217
NaH3SO5,8.593
B2AsP,1.75
CaH12Br2O6,6.616
Tm2Te5O13,4.588
Sr2CaUO6,2.552
CaTaAlO5,5.21
NaAuO2,1.8955
Mo2WSe4S2,1.146
Na3AuS2,3.848
Na4TeSe,3.522
K3TaF8,4.504
MgH12SeO9,6.901
YbNiC2,0.045
Hg2BrN,1.98
LaAs,0.341
Sm2Ti2O7,3.12
KBaAu2,3.042
Na2Cd3Si3O10,4.718
Ni2P2Se3S3,0.207
Rb3AsI6,2.73
Na3GaF6,9.887
K2SrP4O12,8.433
Tl3PO4,3.723
PI3,2.737
K3GeS3,3.643
K2Hg3Ge2S8,2.344
YNbO4,4.13
KSO4,4.601
BaCuBr2,0.246
KSe3,1.107
CdSb2O6,3.1715
Sr3P4,1.249
TiH8N2F6,4.759499999999999
Ba2TiOF6,4.272
Li2Mn2O3,0.084
IrPbBr,0.105
B6As,2.929
Ba3SrO4,3.566
BSbO4,0.958
Ho2Sn2O7,4.384
Sr3TaAs3O,1.732
Ca2H3Br,3.135
Na3In2P3O12,5.73
ReAgO4,2.317
RbZnF,1.054
BeGeAs2,1.346
Tl3SbS3,2.085
Cd2TeSe,1.362
LiIn2CuSe4,1.231
KAlSiO4,7.4915
Tl3AsS3,1.78
Na2AgAsF6,3.706
TaBi3O7,2.947
Be2BO3F,9.771
SiHI2,0.6
K4HgP2,2.402
MgReO4,1.149
CaMg2As2,1.807
NaSr4B3N6,3.523
CdPt3O6,0.446
NaDyS2,3.274
CaCrO4,2.591
BaCeN2,1.106
ThIN,2.911
Na3SbS4,2.841
TlNO3,3.659
KNO2,3.867333333333333
Na2Sm2Ti3O10,2.678
RbCO2,4.245
TeAsRu,0.88
Er2Zr2O7,5.673
Te7Mo8S9,1.09
K2AgBiI6,1.473
AlSCl3O2,5.152
InTe,0.17
CdSnP2,1.215
KHgC2IN2,3.703
ZnSe,2.655666666666667
BeCl2,8.395
AlCuO2,2.07225
Sr2NbGaO6,3.852
AgH4WS4N,1.988
Rb2NaInCl6,4.954
Na2SbAs,0.921
BaSe3,1.933
Sr4I6O,5.03
LiAlGe,0.461
Na3AuF6,1.934
SrZnAsF,1.65
Rb2MgCl4,7.38
K2ZnO2,4.157
NbOF,1.905
SrTa2H2O7,3.44
CaBHO3,7.59
Rb3ErO3,4.594
K4BeP,0.289
BaMgSi,0.279
Ti2MnAl,0.14
RbSbO2,3.556
ZnB4O7,8.111
KRb2AsF6,5.901
PHF4,10.5465
RbHoO2,5.47
NClOF4,2.993
Ti5Pb5O14,0.103
HfTl2Se3,1.083
DyBr3,3.95
Sc2CCl2,1.421
CaWN3,1.048
NaAlB14,2.094
RbPrSe2,2.783
NdNbO4,4.233
Zn3CdS4,3.205
DyBi2IO4,2.72
Yb2GeS4,2.965
RbI3,2.654
Sr2PAu,1.166
SmTlMo2O8,3.535
BaMgBr,1.828
YNiP,0.664
Mg5H8O9,6.225
Sr2ScBiO6,2.526
LiBiF5,1.502
Te3MoWSe,0.426
MnClO3,2.0940000000000003
BaCd2P2,1.364
Pb3O4,1.727
BaC4O4,3.868
Sr2NCl,2.956
Na5Zr2F13,6.2265
TmScB2O6,5.677
LuTlS2,2.041
Rb3EuF6,9.176
Mg4Ta2O9,5.672
Zn2NiO3,0.392
NaScAs2O7,5.181
KAuF4,2.531
B4CCl6O,5.284
SmNbO4,4.191
ThTe3,0.898
NbSbO4,3.18
K2MgMo2H4O10,4.004
H8PtN2Cl6,2.35
ZnTeMoO6,3.704
Na4NpO5,2.389
Tb2Ba4Cd3S10,2.694
SO2,4.238
GeC3,2.029
Pm2O3,5.417
PrClO,5.875
CaBN,4.01
Rb4PbBr6,4.975
ZrCdN2,0.321
Ca4As2O,1.795
KDyS2,3.401
In5CuS8,0.586
As2S3,3.058
Yb5As3,1.029
YAlN2,3.496
Rb2NaPrF6,9.141
K3Ge4Au,1.162
TlSe,0.744
BaCdSe,1.913
KBiF4,4.578
RbMgBO3,7.261
Er2SO2,4.664
Sb5IO7,3.497
Ga3Ru,0.509
AlSe,2.094
TbS,1.727
YbNiO3,0.05
YbGeO3,3.509
CaSi2WO6,1.014
Tl2TeCl6,2.947
SrClF,7.911
BaMn2O8,1.948
UPbO4,1.537
Tb2Be2O5,3.878
InGaN2,1.133
Ba4NaBi3O12,1.022
Ca2PI,2.155
Na5CoO4,0.46
AlTlMo2O8,3.925
BaCuSeF,2.072
KCaF3,10.159
Tl3Ga9S13O2,3.19
Tl3VSe4,1.487
MnCdF5,0.044
BaSrPb,0.505
PmH3,0.433
Ca2HfO4,5.729
BaCN2,5.07
CdGa2Se4,2.723
Li5BiO5,2.284
SrP6Pt4,0.648
SmTlS2,2.522
NaLi2As,2.057
K2GeF6,8.502
ErTaO4,5.318
Mg2B2O5,7.383
Li3VS4,2.122
NaTl3S2O6,4.396
Na8NO3,0.656
NaBSe,4.004
SrCuSF,2.815
Ba2PdO3,0.087
MgCuPd2,0.779
CdSiO2,1.042
MgBeAl4O8,7.434
K3NaH4,5.032
K2HgSbF6,0.052
KSmF4,9.351
Ca2Mg5Si8O22F2,7.507
YVO4,3.261
RbPbIO6,2.514
Cd3PI3,2.113
SrMgGe,0.339
KSnSb,1.111
Mo3Se4S2,0.566
RbBaSiHO4,6.485
PmI3,2.812
KHo2CuS4,1.326
YbCd2As2,0.95
KVCu2Se4,0.873
CaZrGeO5,4.996
BePdPt,0.287
Al2Si2O7,7.03
CaCuP,0.28
Cd2OsC6N6,3.8305
AlNiF5,0.795
ZnBSe,1.494
Rb2NaNdI6,3.722
KTlO2,2.153
Ag2O,0.508
Sr3CoC3N3,1.597
NaAlPO4F,8.109
AlCuTe2,1.868
SmTlTe2,1.013
BaZnCl2,1.113
RbYS2,3.291
MoW2Se6,1.3235
Li2AuO2,0.468
Li3Nb3TeO12,2.734
CuH6N4O4,0.721
Ga2PdI8,1.248
RbHfAgTe3,0.653
RbSbS2,2.795
