formula,target
K3LiNb6O15,0.0
TmU2S3O2,0.0
LiSnAu,0.0
LaZnAu2,0.0
Ta6Ni16Ge7,0.0
Zn3Cu,0.0
RbCd4Ga5Te12,1.64
Ba2SmGaTe5,1.04
CeAl2Pd5,0.0
LaGaO3,4.4
TbB(SbO4)2,3.53
YbAgGe,0.0
Sr3(AlSn)2,0.0
Cu3SbSe4,0.31
CsUCuS3,0.0
Mg2CrN2,0.0
Ca(TiS2)4,0.0
LiCl,9.33
Li2MgSn,0.0
BiSBr,1.88
LiSm3SiS7,2.83
Ba3MgTa2O9,4.28
ErRu3,0.0
La2V2IO9,3.63
TlHg6S4Br5,3.03
CsCaO3,0.0
Na0.5Ge1Pb1.75S4,2.08
HoCd,0.0
Cs2Zn3(SeO3)4,4.3
Li3AlTe4O11,3.63
CeSI,0.0
MgSbF6,0.0
In1Sb0.6As0.4,0.13
Zr3Ir,0.0
KGaSe2,2.6
CsDy9(Cd2Se9)2,1.99
TiGaIr2,0.0
RbWO3,0.0
Y(FeSi)2,0.0
Cd12Ge17(B4O29)2,4.29
U2MnN3,0.0
V3Cd4(TeO5)3,2.66
Ga1As0.3P0.7,2.16
Eu2ReO5,0.0
SrS,4.76
Sr2YBi2O7,0.0
GdAs,0.63
LaVI5O16,3.58
NbOsPb,0.0
CsTbZnTe3,2.12
Zn2MoSeO7,4.2
Gd3Al7Ag2,0.0
Nd10Se14O,1.98
ZnCu3P3O13,0.0
Dy2C,0.0
Cs2Pt(IO3)6,2.4
Al6Fe,0.0
ScZnPt2,0.0
LaRe2Ag,0.0
KLu,0.0
TaPt3,0.0
Hf2Fe,0.0
CuBS2,3.61
Ba3PN,0.0
Sc2CuRu,0.0
Eu3Sn,0.0
Mn2CoAs,0.0
Sc14Cu14O37,0.0
LiPm2Ga,0.0
Sn0.06Pb0.94Se1,0.14
Ce3Pd5,0.0
Tb(CoB)2,0.0
KEuS2,0.0
Na2In4Se6S,1.92
B6As,1.51
In5CuS8,1.34
Be2HgTe,0.0
Ti5(B6O13)2,0.0
Ho(SiOs)2,0.0
PdS2,0.75
LiInSe2,2.83
Ga0.001Te1Pb0.999,0.3
ErTlPd,0.0
Ba2SmInSe5,2.22
Nb5Ge3,0.0
Ti11O18,0.0
LuIr2,0.0
GePt2,0.0
NdCrGe3,0.0
Li8PrO6,0.0
TiAsRh,0.0
CsPSe4,2.44
Ba3GeS5,3.0
MgRhF6,0.0
Ba2Sb7HO14,2.7
Cu7Hg6,0.0
Sn3Pd,0.0
Nb3Os,0.0
HgOsPb2,0.0
Sr5Sn3,0.0
Ba2Ce2O5,0.0
Dy5Sn3,0.0
SrNi5As3,0.0
Li2SiHgS4,2.68
LuP,1.3
YCoO3,0.0
CaHg2,0.0
NdF3,6.15
TlNi,0.0
Sm2O3,5.0
SrTh(PS4)2,3.02
Ge(Bi3O5)4,3.25
Li2YbPb,0.0
K0.8Sn2Hg1.2S8,2.78
BaNa2GeSe4,2.25
KCl,8.5
LiTm2Ru,0.0
Fe4O7F,0.0
Hg3Sb,0.0
Li4Co5SbO12,0.0
NaSn2,0.0
TaCu3S4,3.0
Ti2Sb(PO4)3,0.0
Ba2ReNiO6,0.0
Cu2HgGeSe4,0.0
LiBi2(PO4)3,0.0
BaHgS2,1.93
BaNa2SnS4,3.27
LiMgN,3.2
Li3CrO4,0.0
SmSnPd,0.0
ZnSnO3,3.9
Cs2AgBiBr6,2.19
Sm(CoSi)2,0.0
ReSi2,0.12
Cd0.99Ga0.01Sb0.01Te0.99,1.35
TlBiTe3,0.5
Cs3Li4(BO2)7,6.53
LaCu6,0.0
Na2Mo2Se2O11,3.1
LiBiS2,0.11
Sm(MnGe)2,0.0
AsOsS,1.3
DySiIr,0.0
SrPb3Br8,3.2
GdSe2,0.0
SiGe,0.88
Eu(BiTe2)2,0.44
SrLi4(BO3)2,6.67
Ba2In2S5,2.47
LiMn(PO4)2,0.0
Hf3(NiGe)4,0.0
Al0.2In0.8P1,1.7
LiYbF4,0.0
Na2Hg3Se1.49S2.51,2.03
AsP,0.23
Ba7(SnS3)5,2.29
LaTaN2O,2.0
CdPd,0.0
LuCdAg2,0.0
