formula,target
Ho3Ge5,0.0
UHg4(AsCl3)2,1.9
Ba6Ga2SnSe11,1.99
BaAg2,0.0
Dy12C6I17,0.0
Eu(BiSe2)2,1.02
Al0.75Ga0.25As1,2.42
KAgO,0.0
LiCuO2,0.0
Cs2AgBiBr6,2.19
Gd(CuTe)3,0.52
Bi2SeI2O11,3.7
Y4CuTe8,0.0
AlIr,0.0
Na2Zn(GeSe3)2,2.36
Zn0.9Ga0.1As0.1Se0.9,2.34
La2Ni5B4,0.0
Sm4MgRh,0.0
Eu2O3,4.5
FeAs2O7,0.0
CdBiClO2,3.08
SmIn2Rh,0.0
BiIO3F2,3.97
DyNiSn,0.0
Cu23(Sb4S13)2,0.0
Li4Co3CuO8,0.0
V2TcRu,0.0
NbSe2,1.4
Zr5Sn3,0.0
Li4VF7,0.0
Rb2Hg3(GeS4)2,2.8
KGaSe2,2.6
Te2Mo3Se4,0.0
Ga1.01Cu0.99Se2.01,1.59
LiZnBO3,3.1
FeP4,0.32
Sn1Se0.99S0.01,0.89
Ba2InSbSe5,1.92
KInSe2,2.68
LuMnSi,0.0
K2Te,1.9
La2YbCuS5,1.45
Ga1.1Sb0.9Te0.3,0.7
SbSBr,2.17
Ba(GaS2)2,4.13
Pm2PtAu,0.0
Cd2AgRh,0.0
Ag7AsSe6,1.0
SiP2,1.89
KInSnS4,2.3
Na2Pt(IO3)6,2.4
RbH3(SeO3)2,4.84
SiB3,2.0
Li2Ga(GeSe3)2,2.64
Mg2Cu,0.0
Ba3Gd2(PS4)4,3.41
Hf(VGa2)2,0.0
Zn3(PS4)2,3.07
Li4Mn(WO4)3,0.0
Eu3Sb4Se9,1.08
InAgO2,4.2
Cd0.7Hg0.3Se1,0.55
LaP3,0.0
SrIn2(GeIr)4,0.25
Ba3Te,0.0
NdIn3,0.0
La3NiBr3,0.0
B6P,3.3
Ge0.06Te0.06Pb0.94Se0.94,0.28
CaYbInSe4,0.0
Bi12Rh12O41,0.0
Dy2Te3,0.69
GaFe3,0.0
Mg3Ga7Co2,0.0
Ga0.005Te1Pb0.995,0.37
Sm(BOs)2,0.0
Hf3(NiGe)4,0.0
ZrInRh2,0.0
In0.01Ga0.99As1,1.4
RbHg3,0.0
Sm2S3,2.96
Be2W,0.0
Li0.33Ag1Sn0.67O2,2.7
Sr0.5Ta1O3,3.7
Ba5Ga6GeP12,1.39
Li2Mo2Se2O11,3.3
MgTi11O20,0.0
PrMoO4F,3.64
Li7Ti7O16,0.0
LiLu2Tc,0.0
Ce3NbS3O4,0.0
Na2VCuF7,0.0
Cs2Cu2Sb2S5,1.6
CdRhF6,0.0
MgInPd2,0.0
LiBePt2,0.0
Zr1.33Ta0.67N1.63O1.89,2.48
Li3Ti3(PO4)4,0.0
Al0.35Ga0.65As1,2.0
K2Ti(CuS2)2,2.04
LiSiB6,2.27
Ti4O5,0.0
LuCdAg2,0.0
Ge0.1Pb0.9Se0.9S0.1,0.32
In0.6Ga0.4As0.6P0.4,1.25
Pr(MnSi)2,0.0
Pm2CuGe,0.0
CeAsPd,0.0
VPt2,0.0
Nb3(Fe10B3)2,0.0
Mg4Sc3(SiO3)8,0.0
FeBi(SeO3)3,2.54
TmAs,1.18
Hg3Sb,0.0
Ba5Cd(Ga2Se5)3,2.6
RbSbO3,0.0
Mg2GeB2Rh5,0.0
Ca2Bi2O5,3.34
MnAlAu2,0.0
La2B4Rh5,0.0
CsGdO3,0.0
SbSeBr,1.84
CoCu2Sn,0.0
Ca3(GaPt)2,0.0
MoSe2,1.6
Sr8(MnN3)3,0.0
CsCd4Ga5Te12,1.67
Y2U3O11,0.0
CsYHgSe3,2.54
Ba3Cd(SnS4)2,2.75
PSe,2.5
Li2In2GeS6,3.45
HPbI3,0.0
Zn3P2,1.15
Bi4Pb7Se13,0.29
Mg3(Ni10P3)2,0.0
CdSb2Se3Br2,1.4
Zn2MoSeO7,4.2
Pr(CoGe)2,0.0
CuPO4F,0.0
