formula,target
Na3AuS2,3.848
Li3CuS2,2.544
AgF,2.089
CaSc2O4,4.553
K2NaInAs2,1.983
NaAgO2,1.178
Ba2NaOsO6,1.608
HPbBrO,4.282
NbCu3Te4,1.132
AcCl3,6.188
DyTeAs,0.651
LuBi2IO4,2.862
SrMgH4,4.442
NaMoF6,4.025
LiAuI4,1.001
RbYO2,5.253
K4CaU3O12,2.407
LiAcRh2,0.157
Li7VN4,2.512
Sb2Ru,0.137
Ho2Hf2O7,4.835
BaAg2Hg2O4,1.892
NbSN,0.067
TbSbPt,0.324
K4ZnAs2,2.149
AgBiI4,1.592
Rb4In2S5,3.451
KYO2,5.67
ZnBiF6,0.411
NaAcTe2,1.459
AsH6NO4,6.205
BeTe,2.821
KAg2PS4,2.373
BaMgSi,0.279
SrSeO3,5.122
As2S3,3.058
SrAl2Te4,2.186
Na2Sm2Ti3O10,2.678
Ti2MnGa,0.208
Be2P2O7,8.527
BiClO,4.005
H3NO,6.252
CaN6,4.405
DyScO3,5.377
Er3Sb4Au3,0.659
YLuO3,5.686
TbH3C3O6,6.075
SnH4N2F2,5.037
HfGeO4,6.252
Rb2CdO2,2.991
Ca4TiN4,2.9135
Pb2SeS,1.157
BeHgSe,0.745
MgAs4,1.382
K2ScSi4O10F,5.982
GaCuSnSe4,0.637
MoW3Se4S4,1.235
Na3BO3,6.361
DyH3,2.08
TbYb2PrS6,1.987
KSnS2,1.6116666666666666
Li5GaO4,5.348
Na2TlBi,0.633
GaAgTeSe,1.117
MgRhF6,0.203
PrC2,0.857
CaZn2Sb2,0.409
NbCu3S4,1.568
PrZnSbO,0.809
ZnCu2SnSeS3,0.334
CaAlF5,10.53
H12OsN5Cl3O,2.811
Dy2CdS4,2.173
Sm2TeO6,3.753
KCNO,7.066
Tl2GeS3,2.151
UF5,4.045
Ca4Sb2O,1.332
TlBiF4,4.417
K3TaO8,4.597
BaNaH3Pd,2.02
BaSnO3,2.166
NaB15,0.609
Ba2Bi6O11,2.26
InAuO2,1.162
K2YAuI6,1.922
Bi2TeO2,0.479
RbPb2Br5,4.023
Sm2Ti2S2O5,1.139
CoSnC4Cl3O4,2.775
PrTi2O6,1.535
SmH3O3,6.126
PmF3,6.796
PrNbO4,4.309
HoNiBi,0.202
Rb2IN3,5.284
K3AlF6,10.366
Na3ClO,4.704
K3Al2As3,2.218
MgZn3O4,3.004
SiAs2,1.599
Tb3BWO9,4.304
Ba2BiCl,1.471
SrLi4P2,1.614
VH6O3F3,1.883
ZnC2O4,4.34
DyCuSe2,1.513
InSb2S4Cl,2.228
Mg2Al3VS8,0.381
CuH12N10O8,0.933
Ca3SnS5,1.688
CdH4C4O4,5.612
ZrTiZn4O8,2.439
Li5TaO5,4.961
K2NaPrF6,9.25
SbI2F6,1.34
RbErS2,3.469
AsF5,6.4395
Na4CdP2,1.819
KNO2,3.867333333333333
MgMoH2O5,4.609
K2LiRhF6,2.425
TaRhO4,0.151
NaNbS2,1.15
NaSO4,4.7
Cu2SnHgSe4,0.075
RbAuS2O8,2.018
BaMgC2O4,3.17
YBrO,5.667
Pr2S3,1.491
K3NbSe4,2.124
VCu3Se2S2,1.125
Na4BeAlSi4ClO12,7.6505714285714275
LiAlSi,0.483
CaN,2.078
CaAsH5O6,5.694
ZnH4C2O6,4.572
CrCl2,0.455
Ca3ScN3,1.468
BaYBr5,3.873
UTa2O8,1.347
ZrAsPt,0.122
NdBS3,3.197
LiBBr2,1.108
BaMg2As2,1.604
Bi2TeI,0.152
CaY2Te4,0.928
TaTeBr9,2.4405
Ca7H12Cl2,5.058
Li6UO6,2.322
Sr3In2P4,1.343
NbFeSb,0.726
Ba3Nb2O8,5.259
Na4S2O5,4.401
MgH6C2O6,6.859
BaB2Se6,2.62
SrZrS3,1.677
LuBrO,6.194
BaWN3,1.672
Zn2SnO4,2.542
RbZn4As3,0.79
BaHg2Cl2O2,3.035
ZrSe2,0.52
HoAsSe,0.287
Sr2BBrN2,4.166
SrICl,4.809
Ba2YNbO6,3.608
KNaS,4.889
Ti4ZnO9,2.916
ReSeCl,1.955
HfBeCl,0.415
TbAsO4,5.449
Mg3BeAl8O16,7.184
KCBrN2O4,2.4255
EuClO,6.146
Nb3TeCl7,0.886
Mg3BN3,2.529
ZnPdF6,1.694
K3NaH4,5.032
TlClO3,5.205
GaSiMo4S8,0.41
KBePO4,8.362
K3ZnH5,5.772
ClF,3.799
ScBiPd,0.181
Lu2TeO6,3.816
Ce2ZrO6,1.968
K2H4Pd,2.908
K3NpH6O8,1.599
NaPrSe2,2.547
CuHgSI,0.631
SCl,3.611
ThIN,2.911
IrF3,1.24
Er2Zr2O7,5.673
SiB6,0.182
PrBr3,4.525
Al3Mo,0.044
VBiPbO5,2.874
Rb3H5Pt,3.986
Na2TmPCO7,7.636
MgTi2O5,3.224
Nb2MoO8,1.875
K2NaRhF6,1.91
ZnHgTe2,0.7215
MgTi4O9,2.79
Re3Se4Cl,1.343
MgH2SeO5,5.105
Sr4PtO6,2.515
ZnO2,3.76
BrF5,5.51
Sc2CO,0.437
BH4O2F3,11.012
InI3,2.83
Na3HfF7,9.263
NaNdTiO4,2.89
BPS4,2.811
ZnB2C2,0.75
SrHClO,7.444
NaDySe2,2.689
KSnSO4F,5.425
Mg2Sn,0.237
RbBe2P3O10,8.512
Tb2PbS4,2.701
ZnCo4O8,0.129
ZnI2O6,4.001
Mg3Bi2,0.379
Zr3GeO8,4.748
KRbCl2,7.996
BeCdSe,0.742
KAuBr4,1.327
Ho2VPO8,3.161
KSiH3,3.446
MgAl2H8,6.601
InAgGeSe4,1.5
HfPdPb,0.278
NaCaN,1.114
CdCO3,5.188
ZrUO4,0.601
SnCl2,4.167999999999999
SrH2O3,4.999
Sr2H6Ru,2.384
Rb2CdCl4,5.072
AlGaP2O8,7.28
BaAg2Te2,1.458
Te2W3S4,0.209
BaMgCl,1.926
Ni2P2Se3S3,0.207
Ca2Bi,0.236
KPAuSe3,1.788
TbTlTe2,1.066
RbCaH6N3,4.446
InBO3,4.603
K2Be2O3,6.437
BrClO,2.218
SnBrCl,1.957
KTlCl4,3.621
Nb2Tl5S4Br9,1.95
HgF,2.373
H2PbO2,12.982
Rb3MgH5,4.536
Na4GeO4,5.972
BH2O2,2.205
K2SrTa2O7,3.495
K3IO,2.779
Er2Pt2O7,1.702
YbNiO3,0.05
Rb2NiAs2,0.373
AcTlTe2,1.465
YH3C3O6,5.881
K2GeSe3,2.648
Si3Os2,0.836
LuNiSb,0.22
K2NaVOF5,4.655
BaCdO2,2.706
K8NO3,0.357
B4CCl6O,5.284
K2TiSi3O9,3.569
RbInF3,3.145
RbLiMnS2,0.731
Ho2SeO2,3.631
Sc2MnAs,0.032
PRuSe,0.478
SrZnAsF,1.65
Al2HgS4,3.031
K2HgSbF6,0.052
Cd3Si2Pb3O10,2.567
NaDyO2,6.129
CaCdGe,0.2
K4Au6S5,2.554
TaFePb2O6,1.35
NbBr5,1.884
Rb2SnF6,8.213
Al3BC,0.903
SrNbNO2,0.778
K4CdCl6,6.295
Lu3O2F5,8.603
LuSeF,2.94
CaPPt,0.207
TiZnGe2O6,2.718
PdPb2Br6,1.067
Tl2CdGeTe4,0.761
KTiPCO7,2.85
NaClO2,3.9305
K2NaAg3C6N6,3.241
SrPrScO4,4.731
AlPS4,3.395
Na3SbF6,5.384
NaCaMgAlSi4O12,7.007
CaCo4O8,0.157
NaAs,1.2246666666666666
BaLiAs,1.37
TlGaTe2,0.929
Sn2SeS,0.853
CaSnO3,2.161
Tl2VF6,2.222
Ba3Ti3B2O12,2.336
P4S3,2.897
CaSiN2,2.511
YbTe,2.545
Rb2AlHgF6,4.329
SbTeI,1.253
ThSe2,1.148
MgZn2O3,3.583
V2CuO6,0.033
ZrSnN2,1.258
ErSbPd,0.236
Rb2VF6,4.347
KNa2AlF6,10.441
RbSmO2,5.351
SiH3I,5.140499999999999
RbHfCu3Se4,1.838
RbNdW2O8,4.444
Rb2AlAuF6,3.052
Rb2IrAuF6,1.578
Tl6SeI4,2.214
Sb2Os,0.626
RbGeIO6,3.625
MgSiAs2,2.097
K2TeO3,4.876
Rb2NbCl6,3.298
K2LiPrI6,3.502
AsCl3,5.387
KPO2F2,8.464
K4CdAs2,1.916
Si7Ge,1.07
TeHO3,3.309
K2LiNdI6,3.53
DyBi2IO4,2.72
NaUBO5,2.048
ThAs12Os4,0.527
ScBN2,2.63
BaYPd2,0.0303333333333333
ZnCu2GeSe4,0.42
Li3SbS3,3.225
NdZnAsO,1.622
KAsO2,4.914
K3SiTe3,2.606
CdBr2,4.485
Li3AlH6,5.471
YbZn2P2,1.469
Rb2PtF6,2.713
CaBiAsO6,0.812
Na2AlH4ClO4,7.134
HCF,8.376
Tl2Au4S3,1.578
UCdO4,2.168
CdF2,6.38
Zn3BPO7,5.436
SmCuS2,1.616
Si2HN3,6.241
Pr2Ti2S2O5,0.994
CrOF3,27.501
SmH3C3O6,6.27
SrH2Se2O6,5.872
KInBr4,4.336
KAlTe2,2.575
AgBiP2Se6,2.115
LaGaO3,4.486
Na2CO3,7.0425
Rb2NaInF6,8.277
Rb2MnF4,2.729
GaAg3F6,2.192
CdHgSe2,0.676
Sm5AgS8,2.016
RbScF4,6.91
ZnBiO3,1.219
LiSiN,2.114
NaBiF6,3.435
Li3Nb3TeO12,2.734
Rb2YHgF6,1.794
Mg2H4Ru,1.114
NaTlF2,3.94
LiVWO6,3.04
RbInTe2,1.829
Na3AlP2,2.617
MgB2C2,2.404
CaDy2S4,2.822
TeN2O6,1.811
ScNiBi,0.214
CaSnS2,0.745
NbTeCl9,2.4975
LiCuTe,1.398
Y3AlO6,5.826
BaLiTe,2.217
KNbSe2,1.195
K3BP2,2.734
UCd2O5,2.206
HfNiPb,0.02
SnPtSe,0.54
KSb2,0.855
YAlN2,3.496
ErCuSe2,1.568
SbRuSe,0.91
TcO3F,3.06
K3SbO4,3.642
RuF6,0.61
TiTeRu,0.776
P2S7,2.547
H13C4NF2,8.869
RbZn4P3,1.034
LuBi2BrO4,3.351
Na6P4W,1.702
ZrPb3F10,5.34
CaSeO3,6.016
NbI2O,0.847
AgBiPbS3,0.637
Tb2YbS4,2.835
TbSr3RhO6,2.077
PdSe6Br2,1.261
Tl3In5Se8,0.958
RbUO3,2.779
Na2SiO3,7.013
W3Se2S4,1.121
Rb3Pt,0.575
Rb2SbAuF6,2.17
Rb2In4O7,3.166
Hf2SN2,1.87
RbNa2Sb,1.849
NaSi2N3,5.642
Li2CaPb,0.023
CdPdC6N6,4.345
K2RbTmV2O8,3.695
KCaI3,4.288
WSCl4,2.303
EuF2,8.252
PmH3,0.433
TlSe,0.744
NbBi3O7,2.009
InH5N2F2,5.716
AlCoF5,0.176
LuTlO2,2.08
DySI,3.087
Na2ZrSe3,1.9
Hg3As8S8Br6,2.717
LiSbPHO5,3.45
OsC4Cl2O4,3.608
Be2TlTc,0.192
TlSbO3,2.592
Mg2ZnAs2,1.737
KSe,1.8095
NaMnCuSe2,1.029
NaHoSe2,2.952
TaTe2Cl6,0.903
Li3VF7,4.078
NaC4N3,5.072
Ca2AgBi,0.066
Lu2C3N6,4.571
Pb5S2I6,2.546
LiNO2,3.655
Dy2MgTiO6,3.968
NaSbN2,2.523
ThB2O5,5.593
Ba2NdSbO6,5.053
ZrTlCuS3,0.877
H8PtN2Cl6,2.35
MnClO3,2.0940000000000003
K2HgO2,3.378
Al2Os,0.412
K3BiI6,3.244
NaH3CN4O,5.145
TcSO6F,5.701
Na3MoO3F3,4.948
SrSi2,0.109
RbCaBr3,5.806
DyO2,2.329
Sn3P4O14,4.251
CCl2F2,6.88
TbCl2F,6.579
SmBiPd,0.142
ZrFeSe,0.74
Te4MoW3Se2S2,0.3805
CaTaAlO5,5.21
Ho3TaO7,4.555
RbIO3,4.411
NbTlO3,0.239
K3TlF6,5.873
Na2Ca3Si3O10,7.213
SrS2,2.719
K2CuBiI6,0.589
Ba2S3,2.783
Li3NdAs2,0.398
CdB2H8,5.506
BaAgP,0.567
HfO3,3.995
AgPO3,3.321
TiSnPt,0.92
SiH4,7.79
BiIrS,0.947
TaTe2Br6,1.021
Li5SbS4,1.406
BaCuSb,0.076
CdSnP2,1.215
ZnBi2O5,0.46
CaNd2Te4,1.499
BaTlBi,0.657
K2LiNdF6,9.163
RbSb2,1.003
Sc2SO2,2.993
Cd2As3I,1.525
K2LiAuF6,1.657
YbB6,0.15
NdS,1.651
Ho2CF2,2.165
Si2O5,4.531
Dy2Pb2O7,1.927
Al2InN3,3.511
ErTe,0.622
HfTl2Se3,1.083
DyBi2BrO4,3.21
RuSe2,0.643
SmCuSeO,2.345
CaBe2As2,1.112
YNbO4,4.13
Sr4Ti3O10,2.319
UN2,0.974
MnCdF5,0.044
TeAuI,1.147
KTlO,2.582
CaMgAsO4F,6.038
Mg2PN3,5.148
DyFe3B4O12,1.851
ErSeI,2.921
AlCuCl4,3.129
K4BaV2S8,1.651
Cu2WSe4,1.438
BaCuSeF,2.072
Rb3TmP2O8,7.406
Rb2ScAuF6,3.339
BaZrO3,3.814
NbSbRu,0.42
BiN,0.806
CdCO2,3.182
YbCd2As2,0.95
KAg2SbS4,1.45
CuSbPd2,0.274
Be2TlRe,0.061
SbS2NF6,2.785
ZrBeBr,0.372
Rb2NaScF6,7.987
K2NaBiF6,6.815
RbF,8.994
LiZn2Cu,1.551
Na3AuO2,3.172
CeH3C3O6,3.231
AlCuP2Se6,1.799
Na2CaSi,0.757
MgGe2WO6,2.502
NdBiO4,2.773
