formula,target
BaSr2In2O6,0.9
MoSeS,0.6338571428571428
Sr2DySbO6,3.915
Ca2AsAu,0.362
Si12HN8,0.129
Hg2IBr3,1.437
Zn2P2O7,4.056
Li2UO4,2.2275
ZnPdF6,1.709
Y2Zn3N4,1.39
MgNiGe2O6,1.2465000000000002
Ca2Sn3O8,2.597
TlPAuSe3,0.8734999999999999
LiMn2NiO6,0.1765
NaGaF4,4.918
KCuTe,0.705
KLaF4,6.315
ZnCrSF5,0.401
KScW2O8,3.971
Sc2MnNiO6,0.34
KGe3As3,0.54
SnHF2,1.053
KMg3GaSi3H2O12,4.141
Na10CaSn12,0.775
ScZn2Cu,0.117
Li3MnF7,1.8785
SrBiClO2,3.45
CaSiF6,7.84
Tl3VSe4,1.532
Ba3SrCl4F4,5.35
Li3Co3OF7,0.438
Ca2MnP2H4O10,2.327
CaZn3Se4,1.372
K3NaS2O8,5.926
SbO2F,1.439
MgH4N2O8,3.503
SrBi2B4O10,3.632
Sr4MgCr2S2O6,0.341
Na2WO4,1.821
NaSi2BH2O7,4.18
KRb2DyCl6,4.935
K3LaCl6,4.399
Ba2SnS4,1.866
Li3MnAl2O6,1.295
H6C2SeO,3.656
UCl6,1.447
SrTePd,0.129
NiPO4,0.049
TiSn2O4,1.118
K2AgAs,1.2636666666666667
AsSCl,0.02175
AsS31,0.582
Tl4V5CdClO15,1.625
KNiIO6,1.1925
Tb2TeO2,1.352
WS8Cl6,0.562
AlAg3F6,0.074
BaAgSb,0.0153333333333333
AgGe2N3,0.746
Li4Mn7O16,0.33
Cd3Cl2O2,1.312
Ta2Sn2O7,1.553
CaMgGe,0.046
Li2V4O3F8,0.043
Na2Cu3Ge4O12,0.441
Ag2PHO4,1.436
BiF4,1.285
Ba4LiTa3O12,3.153
FeSi4P4,1.101
Rb6HgS4,1.48
V4GaSe8,0.228
Rb2Sn2O3,1.18
Tl2SeF6,4.105
K2RbSb,1.033
NaHCN2,4.339
BaTa2Bi2O9,2.131
Ta2MoO8,0.842
BSe,0.012
ZrZnF6,6.252
MnCrO4,0.066
Mg6SiSn2,0.059
K2LiAuF6,0.404
PBr2N,2.946
Na3ZnPCO7,4.127
K3BS3,2.739
DyAsSe,0.196
S8O,2.087
K5CuSb2,0.976
Pb3O4,1.1
Na3MnF6,0.436
Na2OsO4,0.304
H6C11O4,2.882
Na3SmTi2Nb2O12,2.497
KMgAs,1.365
KNiPO4,0.44
Ba3Y2Cu2PtO10,0.395
BaCaGa4O8,3.21
CdSbS2Br,1.629
Li4NbFe3O8,0.103
TlInSiS4,2.465
Li8NiO5F,0.623
TiF4,4.857
YZnPO,1.25
NaLiSi2H4O7,5.058
CdAg2GeS4,0.474
VHO3,1.8875
Ti3Sn5S12,0.4
NdHO,2.188
LiAlPdF6,1.083
Zn3CdS4,1.717
BaCaBi4O8,1.04
Sr2SnS3F2,1.961
CaBiNO5,2.331
Li4Mn3FeO8,0.015
CrH5O4,1.305
